set_name,set_topic,set_id,question_type,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,created_at
Chính trị & Chính phủ,Politics & Government,8eb112d4-33e6-52df-a730-3cacdf061a26,fill_blank,intermediate,The government's inability to maintain balanced budgets over time without creating debt crises is a failure of ___________.,fiscal sustainability,consensus-building,institutional accountability,civic disengagement,A,"Fiscal sustainability là khả năng duy trì chi tiêu công và doanh thu thuế ở mức cân bằng lâu dài. Khi chính phủ không thể làm điều này, nó là thất bại của fiscal sustainability. Các lựa chọn khác liên quan đến các khía cạnh khác của quản lý chính phủ.",2026-06-07T21:09:10.59125+00:00
Chính trị & Chính phủ,Politics & Government,8eb112d4-33e6-52df-a730-3cacdf061a26,fill_blank,intermediate,"When citizens withdraw from voting and political participation, this trend is referred to as ___________.",democratic backsliding,civic disengagement,political polarization,executive overreach,B,"Civic disengagement là sự rút lui của công dân khỏi các hoạt động chính trị và bỏ phiếu. Democratic backsliding là suy thoái của các thể chế dân chủ, political polarization là phân chia chính trị, executive overreach là vượt quá quyền hành pháp.",2026-06-07T21:09:10.59125+00:00
Chính trị & Chính phủ,Politics & Government,8eb112d4-33e6-52df-a730-3cacdf061a26,fill_blank,intermediate,A government that distributes public jobs and contracts based on political connections rather than merit operates through a ___________.,social contract,consensus-building mechanism,patronage system,stakeholder engagement process,C,"Patronage system là hệ thống phân phối công việc và hợp đồng dựa trên mối quan hệ chính trị hơn là năng lực. Social contract là thỏa thuận giữa công dân và chính phủ, consensus-building là tạo sự đồng ý chung, stakeholder engagement là tham vấn các bên liên quan.",2026-06-07T21:09:10.59125+00:00
Chính trị & Chính phủ,Politics & Government,8eb112d4-33e6-52df-a730-3cacdf061a26,fill_blank,advanced,"When one party in a policy negotiation possesses significantly more information than the other, this creates a situation of ___________.",asymmetric information,institutional accountability,policy trade-off,rent-seeking behavior,A,"Asymmetric information là tình trạng một bên có thông tin đầy đủ hơn bên kia. Policy trade-off là cân bằng giữa các mục tiêu mâu thuẫn, institutional accountability là trách nhiệm giải trình, rent-seeking behavior là tăng lợi nhuận thông qua ảnh hưởng chính trị.",2026-06-07T21:09:10.59125+00:00
Chính trị & Chính phủ,Politics & Government,8eb112d4-33e6-52df-a730-3cacdf061a26,meaning,advanced,Which of the following best exemplifies supranational governance in practice?,A national parliament passing domestic legislation,The European Union where member states delegate regulatory powers to Brussels institutions,A president exercising emergency executive powers,Local communities engaging in consensus-building on municipal issues,B,"Supranational governance là quản lý vượt quốc gia, nơi các quyết định được đưa ra bởi các tổ chức quốc tế. EU là ví dụ điển hình khi các quốc gia ủy thác quyền lực cho các cơ quan Brussels. Các lựa chọn khác đều là quản lý ở cấp quốc gia hoặc địa phương.",2026-06-07T21:09:10.59125+00:00
Chính trị & Chính phủ,Politics & Government,8eb112d4-33e6-52df-a730-3cacdf061a26,fill_blank,advanced,"Economists warn that __________ by monopolies, enabled by weak antitrust enforcement, reduces overall economic efficiency and innovation.",institutional inertia,civic disengagement,rent-seeking behavior,policy trade-offs,C,Rent-seeking behavior là hành động sử dụng ảnh hưởng chính trị để tăng lợi nhuận mà không tạo giá trị kinh tế thực sự. Các lựa chọn khác không liên quan đến việc độc quyền tăng lợi nhuận thông qua ảnh hưởng chính trị.,2026-06-07T21:09:10.59125+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,basic,"The factory released toxic chemicals into the river; _______, fish populations declined dramatically within weeks.",therefore,because,although,meanwhile,A,"Cần connector nối kết quả từ nguyên nhân. 'Therefore' là đáp án đúng vì nó nối hai mệnh đề độc lập với mối quan hệ nguyên nhân-kết quả. 'Because' dùng để giới thiệu nguyên nhân, không phù hợp ở đây. 'Although' chỉ sự tương phản, 'meanwhile' chỉ thời gian.",2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,basic,"_______ the government implemented strict environmental regulations, air quality in major cities improved significantly.",Due to,Therefore,Consequently,Thus,A,"'Due to' là cụm giới từ dùng để giới thiệu nguyên nhân trước danh từ 'government implemented'. 'Therefore', 'consequently', 'thus' là các connector nối hai mệnh đề độc lập, không phù hợp ở vị trí này.",2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,intermediate,The company's poor financial management _______ significant losses and forced it to declare bankruptcy.,led to,resulted from,stemmed from,arose from,A,"'Led to' (lead to) chỉ nguyên nhân gây ra kết quả. Ở đây 'poor financial management' là nguyên nhân gây ra 'losses'. 'Resulted from', 'stemmed from', 'arose from' đều chỉ kết quả bắt nguồn từ nguyên nhân, không phù hợp với cấu trúc câu.",2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,intermediate,"Owing to _______ in the supply chain, production delays affected the entire industry.",disruptions,therefore,consequently,as a result,A,'Owing to' là cụm giới từ cần theo sau bằng danh từ hoặc cụm danh từ. 'Disruptions' là danh từ phù hợp. Các lựa chọn khác là connector hoặc phrase không thể dùng sau 'owing to'.,2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,intermediate,"The research demonstrated a clear link between smoking and lung disease; _______, public health campaigns intensified.",thus,because of,due to,owing to,A,"'Thus' là connector nối hai mệnh đề độc lập với mối quan hệ nguyên nhân-kết quả. Dấu chấm phẩy trước chỗ trống yêu cầu một connector. 'Because of', 'due to', 'owing to' là giới từ cần theo sau bằng danh từ, không phù hợp ở đây.",2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,intermediate,"_______ the pandemic, many businesses were forced to adopt remote work policies permanently.",On account of,Therefore,Consequently,Thus,A,"'On account of' là cụm giới từ dùng để giới thiệu nguyên nhân trước danh từ 'the pandemic'. 'Therefore', 'consequently', 'thus' là connector nối hai mệnh đề độc lập, không phù hợp ở vị trí này.",2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,advanced,The new technology _______ revolutionary changes in the manufacturing industry.,brought about,resulted in,led to,all of the above,D,"Cả ba phrasal verb 'brought about', 'resulted in', 'led to' đều có thể dùng để chỉ nguyên nhân gây ra kết quả. Tuy nhiên, 'brought about' thường dùng cho những thay đổi lớn, 'resulted in' và 'led to' có ý nghĩa tương tự nhưng 'led to' phổ biến hơn trong văn nói.",2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,advanced,The conflict _______ disagreements over resource distribution and territorial boundaries.,sparked,triggered,arose from,resulted in,C,'Arose from' (arise from) chỉ kết quả bắt nguồn từ nguyên nhân. Ở đây 'the conflict' là kết quả bắt nguồn từ 'disagreements'. 'Sparked' và 'triggered' chỉ nguyên nhân gây ra kết quả (đảo chiều). 'Resulted in' cũng không phù hợp vì nó chỉ nguyên nhân gây ra kết quả.,2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,meaning,basic,What is the primary function of the word 'therefore' in academic writing?,To introduce a new topic unrelated to the previous sentence,To connect a cause with its direct consequence,To show contrast between two ideas,To provide additional information about the same topic,B,"'Therefore' là connector dùng để nối kết quả từ nguyên nhân trước đó. Nó không dùng để giới thiệu chủ đề mới (A), không chỉ sự tương phản (C), và không chỉ thêm thông tin bổ sung (D).",2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,meaning,intermediate,"Which phrase is most appropriate to use when explaining why something happened, followed by a noun?",As a result,Consequently,Due to,Therefore,C,"'Due to' là cụm giới từ có thể dùng trước danh từ để giới thiệu nguyên nhân. 'As a result', 'consequently', 'therefore' là connector nối hai mệnh đề độc lập, không thể dùng trước danh từ.",2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,meaning,advanced,The difference between 'lead to' and 'stem from' is that:,"'Lead to' shows cause → effect, while 'stem from' shows effect ← cause","'Lead to' is used only in formal writing, while 'stem from' is informal","'Lead to' requires a noun, while 'stem from' requires a verb",They are completely synonymous with no difference in meaning,A,"'Lead to' chỉ nguyên nhân gây ra kết quả (A → B). 'Stem from' chỉ kết quả bắt nguồn từ nguyên nhân (B ← A). Chúng có hướng ngược nhau. Cả hai đều có thể dùng trong văn trang trọng hoặc bình thường, và cả hai đều có thể theo sau bằng danh từ hoặc động từ.",2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,meaning,advanced,"In the sentence 'Given that climate change is accelerating, governments must act now,' the phrase 'given that' functions as:",A connector showing contrast,A phrase introducing a cause or reason,A phrase showing time sequence,A phrase indicating addition of information,B,"'Given that' là cụm từ dùng để giới thiệu nguyên nhân hoặc lý do cho hành động hoặc kết luận tiếp theo. Nó không chỉ sự tương phản (A), không chỉ thời gian (C), và không chỉ thêm thông tin (D).",2026-06-07T16:44:46.492903+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,advanced,"The sudden announcement of the merger _____ a cascade of resignations among senior management, ultimately destabilizing the entire organization.",precipitated,facilitated,substantiated,correlated with,A,"Precipitate (gây ra đột ngột) là từ chính xác để mô tả cách thông báo gây ra chuỗi sự kiện liên tiếp. Facilitate (tạo điều kiện) mang ý tích cực, không phù hợp. Substantiated (chứng minh) và correlated with (có tương quan) không phù hợp về ngữ cảnh.",2026-06-07T22:17:17.674803+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,meaning,intermediate,Which of the following best explains why the government's new tax policy is likely to _____ economic inequality?,underpin,exacerbate,facilitate,culminate in,B,Exacerbate (làm trầm trọng hơn) là từ phù hợp để chỉ làm tệ hơn bất bình đẳng. Underpin (là nền tảng) không phù hợp. Facilitate (tạo điều kiện) mang ý tích cực. Culminate in (kết thúc bằng) không phù hợp về cấu trúc.,2026-06-07T22:17:17.674803+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,collocation,intermediate,The success of the renewable energy project is _____ securing sufficient government subsidies and public support.,contingent upon,attributable to,conducive to,correlated with,A,Contingent upon (phụ thuộc vào) chỉ điều kiện cần thiết. Attributable to (quy cho) dùng để giải thích nguyên nhân đã xảy ra. Conducive to (thuận lợi cho) không chỉ điều kiện bắt buộc. Correlated with (có tương quan) không phù hợp.,2026-06-07T22:17:17.674803+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,advanced,The environmental report _____ the connection between industrial pollution and respiratory diseases in urban populations.,engendered,substantiated,incurred,cascaded,B,Substantiated (chứng minh bằng bằng chứng) là từ chính xác khi báo cáo xác nhận mối liên hệ. Engendered (sinh ra) không phù hợp. Incurred (phải chịu) dùng cho hậu quả tiêu cực. Cascaded (xảy ra liên tiếp) không phù hợp.,2026-06-07T22:17:17.674803+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,synonym,intermediate,"The policy reform was _____ by widespread public dissatisfaction with the existing system, providing the necessary momentum for change.",impetus,ramification,repercussion,propitious,A,"Impetus (động lực, sức thúc đẩy) là danh từ chỉ lý do khiến cái gì xảy ra. Ramification (hậu quả) và repercussion (ảnh hưởng) là kết quả, không phải nguyên nhân. Propitious (thuận lợi) là tính từ, không phù hợp cấu trúc.",2026-06-07T22:17:17.674803+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,fill_blank,advanced,"The research team's findings _____ the theoretical framework that had been proposed a decade earlier, validating years of academic work.",exacerbated,underpin,substantiated,incurred,C,"Substantiated (chứng minh, xác nhận) là động từ chính xác để chỉ xác nhận lý thuyết. Exacerbated (làm trầm trọng) không phù hợp. Underpin (là nền tảng) là động từ nhưng không phù hợp ngữ cảnh. Incurred (phải chịu) không phù hợp.",2026-06-07T22:17:17.674803+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,meaning,intermediate,"The economic downturn had serious _____ for employment rates, affecting millions of workers across multiple sectors.",impetus,repercussions,propitious,cascade,B,"Repercussions (hậu quả, ảnh hưởng) là danh từ chỉ kết quả tiêu cực. Impetus (động lực) chỉ nguyên nhân tích cực. Propitious (thuận lợi) là tính từ. Cascade (chuỗi sự kiện) có thể dùng nhưng repercussions phù hợp hơn.",2026-06-07T22:17:17.674803+00:00
Nguyên Nhân & Kết Quả,Connectors and Logic,91ae27f6-7fd7-55a8-88ef-d653d3db21b3,collocation,intermediate,"The new technology is _____ to increased productivity and efficiency in manufacturing processes, making it an attractive investment for companies.",conducive,precipitous,attributable,contingent,A,Conducive (thuận lợi cho) là tính từ dùng với 'to' để chỉ điều kiện tạo thuận lợi. Precipitous (đột ngột) không phù hợp. Attributable (quy cho) dùng với 'to' nhưng chỉ nguyên nhân. Contingent (phụ thuộc) không phù hợp.,2026-06-07T22:17:17.674803+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,intermediate,What is the primary purpose of two-factor authentication in online security?,To encrypt all data stored on a device,To require two different forms of verification before granting account access,To prevent malware from infecting a computer,To monitor user activity on social media platforms,B,Two-factor authentication yêu cầu hai hình thức xác minh khác nhau (ví dụ: mật khẩu + mã SMS) để truy cập tài khoản. Các lựa chọn khác không phản ánh chức năng chính của 2FA.,2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,intermediate,Which of the following best describes a phishing attack?,A malware that encrypts files and demands ransom payment,A fraudulent attempt to obtain sensitive information by impersonating a trustworthy source,A network security system that blocks unauthorized access,A method of encrypting data to prevent unauthorized access,B,"Phishing là kỹ thuật lừa đảo qua mạng để lấy thông tin nhạy cảm bằng cách giả mạo các tổ chức đáng tin cậy. Đáp án A mô tả ransomware, C là firewall, D là encryption.",2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,fill_blank,intermediate,"A company experiences unauthorized access to customer records containing names, addresses, and payment information. This incident is best classified as a ___.",firewall breach,data breach,privacy audit,encryption failure,B,"Data breach là sự xâm phạm, rò rỉ dữ liệu cá nhân hoặc nhạy cảm. Các lựa chọn khác không phù hợp với tình huống mô tả.",2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,advanced,Which security measure is most effective in preventing unauthorized access to sensitive files?,Using a firewall to monitor network traffic,Implementing encryption on stored data,Conducting regular penetration testing,Monitoring user digital footprints,B,"Encryption là biện pháp hiệu quả nhất để bảo vệ dữ liệu nhạy cảm khỏi truy cập trái phép. Firewall bảo vệ mạng, penetration testing là kiểm tra, digital footprint monitoring là theo dõi.",2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,advanced,What is the main advantage of biometric authentication over traditional password-based systems?,It is faster to implement across all devices,It uses biological characteristics that are difficult to steal or replicate,It eliminates the need for encryption entirely,It prevents all types of malware infections,B,"Biometric authentication sử dụng các đặc điểm sinh học (vân tay, khuôn mặt) khó bị đánh cắp hoặc giả mạo hơn mật khẩu. Các lựa chọn khác không chính xác.",2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,fill_blank,advanced,"According to GDPR compliance requirements, companies must _____ before collecting personal data from users.",conduct a compliance audit,obtain explicit user consent,implement biometric authentication,monitor digital footprints,B,GDPR yêu cầu các công ty phải có sự đồng ý rõ ràng từ người dùng trước khi thu thập dữ liệu cá nhân. Các lựa chọn khác không phải yêu cầu bắt buộc của GDPR.,2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,intermediate,Which of the following is a characteristic of ransomware attacks?,They monitor user activity without encryption,They encrypt victim data and demand payment for decryption,They create fake login pages to steal passwords,They slowly extract data over extended periods,B,"Ransomware mã hóa dữ liệu của nạn nhân và yêu cầu tiền chuộc để giải mã. Đáp án A mô tả spyware, C là phishing, D là data exfiltration.",2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,fill_blank,advanced,A cybersecurity team discovers that an employee has been selling customer data to competitors. This represents an _____ threat.,external,insider,network-based,malware-related,B,Insider threat là nguy hiểm bảo mật từ những người có quyền truy cập nội bộ như nhân viên. Đây là trường hợp điển hình của insider threat.,2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,intermediate,What is the primary goal of a DDoS attack?,To steal personal information from users,To encrypt files and demand ransom,To overwhelm servers and disrupt service availability,To install malware on user devices,C,DDoS attack (distributed denial-of-service) nhằm làm tê liệt máy chủ bằng cách gửi lưu lượng dữ liệu quá tải. Các lựa chọn khác mô tả các loại tấn công khác.,2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,advanced,Which practice best exemplifies 'privacy by design' in software development?,Adding privacy features after the product is released,Integrating data protection measures from the initial design phase,Conducting a compliance audit before launch,Implementing encryption only for sensitive data,B,"Privacy by design là nguyên tắc tích hợp bảo vệ quyền riêng tư vào quá trình phát triển từ đầu, không phải sau này. Đáp án A là phương pháp phản ứng, không phải proactive.",2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,advanced,What does 'metadata' reveal about encrypted communications?,The actual content of the messages,"Information such as sender, recipient, and timestamp",The encryption algorithm used,The location of the server storing the data,B,"Metadata là dữ liệu về dữ liệu, bao gồm thông tin về người gửi, người nhận, thời gian. Nó không tiết lộ nội dung thực tế của tin nhắn được mã hóa.",2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,advanced,Which of the following best describes 'credential stuffing'?,Creating strong passwords with multiple character types,Using leaked usernames and passwords to access multiple accounts,Storing passwords securely in a password manager,Requiring users to change passwords regularly,B,"Credential stuffing là kỹ thuật tấn công sử dụng tên người dùng và mật khẩu bị rò rỉ để truy cập các tài khoản khác. Các lựa chọn khác là biện pháp bảo vệ, không phải tấn công.",2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,fill_blank,advanced,An organization implements an incident response plan primarily to _____ following a security breach.,prevent all future cyberattacks,minimize damage and quickly restore operations,eliminate the need for cybersecurity insurance,avoid regulatory compliance requirements,B,Incident response plan là kế hoạch để ứng phó với sự cố bảo mật nhằm giảm thiểu thiệt hại và phục hồi nhanh chóng. Nó không thể ngăn chặn tất cả các cuộc tấn công trong tương lai.,2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,advanced,Which of the following is NOT a typical component of a comprehensive cybersecurity strategy?,Regular penetration testing to identify vulnerabilities,Employee training on social engineering tactics,Unlimited data retention without deletion policies,Implementation of multi-factor authentication systems,C,"Unlimited data retention không phải là thành phần của chiến lược bảo mật tốt. Thực tế, các chính sách giữ lại dữ liệu hạn chế là cần thiết để bảo vệ quyền riêng tư và tuân thủ quy định.",2026-06-07T21:10:23.991592+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,intermediate,Which of the following best describes the primary concern addressed by data minimization principles?,Ensuring that all personal data is encrypted during transmission,Limiting the collection and processing of personal data to only what is necessary for a specific purpose,Preventing unauthorized access through multi-factor authentication,Monitoring user behavior to detect suspicious activities,B,"Data minimization là nguyên tắc chỉ thu thập dữ liệu tối thiểu cần thiết. Các lựa chọn A, C, D đều liên quan đến các biện pháp bảo mật khác nhưng không phải là mục đích chính của data minimization.",2026-06-07T22:25:40.086748+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,intermediate,"In the context of cybersecurity, what does privilege escalation typically refer to?",Promoting an employee to a higher position within the organization,Increasing the complexity of passwords for administrative accounts,An attacker gaining higher-level permissions than initially granted through a security flaw,Upgrading security software to the latest version,C,"Privilege escalation là kỹ thuật tấn công cho phép kẻ tấn công nâng cấp quyền truy cập. Các lựa chọn A, B, D đều không liên quan đến khái niệm này trong bảo mật mạng.",2026-06-07T22:25:40.086748+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,fill_blank,advanced,A company discovers that sensitive customer information has been systematically removed from their servers without authorization. This incident would best be classified as ___.,data residue,data exfiltration,breach notification,threat landscape,B,Data exfiltration là hành động trích xuất dữ liệu trái phép. Data residue là dữ liệu còn sót lại sau xóa. Breach notification là thông báo về vi phạm. Threat landscape là tổng thể các mối đe dọa.,2026-06-07T22:25:40.086748+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,meaning,intermediate,Which term refers to the leftover data fragments that remain on storage devices even after deletion and can potentially be recovered?,Access control list,Data residue,Security posture,Threat landscape,B,Data residue chính xác là dữ liệu còn sót lại trên thiết bị sau khi xóa. Các lựa chọn khác đều là khái niệm bảo mật khác không liên quan đến dữ liệu còn lại.,2026-06-07T22:25:40.086748+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,fill_blank,intermediate,"Under data protection regulations, the entity that determines the purposes and means of processing personal data is called the ___.",data subject,data processor,data controller,security administrator,C,Data controller là tổ chức quyết định mục đích và phương tiện xử lý dữ liệu. Data subject là người mà dữ liệu thuộc về. Data processor là bên xử lý dữ liệu theo hướng dẫn của controller.,2026-06-07T22:25:40.086748+00:00
An ninh mạng & Quyền riêng tư dữ liệu,Cybersecurity & Data Privacy,96649403-a910-57dd-8aa7-2029004ad8bc,fill_blank,advanced,"An organization's ___ encompasses all the security measures, policies, and technologies it has implemented to protect its information assets from threats.",threat landscape,security posture,access control list,breach notification,B,Security posture là tổng thể các biện pháp bảo mật của một tổ chức. Threat landscape là các mối đe dọa hiện tại. Access control list là danh sách quyền truy cập. Breach notification là thông báo vi phạm.,2026-06-07T22:25:40.086748+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,basic,"The weather was terrible; __________, the team decided to cancel the outdoor event.",moreover,consequently,conversely,in contrast,B,"""Consequently"" (do đó) chỉ kết quả logic từ nguyên nhân (thời tiết xấu → hủy sự kiện). Các từ khác không phù hợp về mặt logic.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,basic,"She worked hard for years. __________, she finally achieved her dream of becoming a doctor.",Nonetheless,Ultimately,In contrast,Conversely,B,"""Ultimately"" (cuối cùng) chỉ kết quả cuối cùng sau một quá trình dài. ""Nonetheless"" (tuy nhiên) dùng cho sự tương phản, không phù hợp đây.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,basic,"The first approach is cost-effective. __________, the second approach is more environmentally friendly.",Moreover,On the other hand,In addition to,It should be noted,B,"""On the other hand"" chỉ sự tương phản giữa hai điểm. ""Moreover"" (hơn nữa) dùng để thêm thông tin tương tự, không phù hợp đây.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,intermediate,"The project was incomplete. __________, management approved the budget increase.",Consequently,Nonetheless,Ultimately,In addition to,B,"""Nonetheless"" (tuy nhiên) chỉ sự tương phản: mặc dù dự án chưa hoàn thành nhưng vẫn được duyệt. ""Consequently"" sai vì không có quan hệ nhân quả logic.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,synonym,intermediate,"Which word is a synonym for ""nonetheless"" in the context of showing contrast - ",moreover,however,consequently,ultimately,B,"""However"" (tuy nhiên) là từ đồng nghĩa với ""nonetheless"" - cả hai đều chỉ sự tương phản/nhượng bộ. ""Moreover"" là thêm thông tin, không phải tương phản.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,intermediate,"He was talented, __________ he lacked discipline and failed the audition.",in contrast,albeit,consequently,in addition to,B,"""Albeit"" (mặc dù) thường dùng trước một mệnh đề để chỉ nhượng bộ. Cấu trúc: S + V + adj/V, albeit + V/adj (có tài năng, mặc dù thiếu kỷ luật).",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,antonym,intermediate,"What is the antonym of ""conversely"" in terms of function - ",nonetheless,in addition to / moreover,on the other hand,ultimately,B,"""Conversely"" chỉ sự đối lập/tương phản. ""In addition to"" / ""moreover"" (hơn nữa) chỉ sự bổ sung, là chức năng đối lập với việc chỉ sự tương phản.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,intermediate,"The economy improved significantly. __________, unemployment rates dropped by 3%.",Admittedly,Conversely,In light of,To put it another way,C,"""In light of"" (dựa vào/xem xét) chỉ rằng vì kinh tế cải thiện nên thất nghiệp giảm. Cấu trúc logic nhân quả. ""Admittedly"" (công nhân) không phù hợp về ngữ cảnh.",2026-06-04T07:19:35.747577+00:00
